class_id,student_id,start_date,end_date
1,1,2021-09-01,2024-02-01
1,2,2021-09-01,2024-02-01
1,3,2021-09-01,2024-02-01
1,4,2021-09-01,2024-02-01
1,5,2021-09-01,2024-02-01
1,6,2021-09-01,2024-02-01
1,7,2021-09-01,2024-02-01
1,8,2021-09-01,2024-02-01
1,9,2021-09-01,2024-02-01
1,10,2021-09-01,2024-02-01
1,11,2021-09-01,2024-02-01
1,12,2021-09-01,2024-02-01
1,13,2021-09-01,2024-02-01
1,14,2021-09-01,2024-02-01
1,15,2021-09-01,2024-02-01
1,16,2021-09-01,2024-02-01
1,17,2021-09-01,2024-02-01
1,18,2021-09-01,2024-02-01
1,19,2021-09-01,2024-02-01
1,20,2021-09-01,2024-02-01
1,21,2021-09-01,2024-02-01
1,22,2021-09-01,2024-02-01
1,23,2021-09-01,2024-02-01
2,24,2021-09-01,2024-02-01
2,25,2021-09-01,2024-02-01
2,26,2021-09-01,2024-02-01
2,27,2021-09-01,2024-02-01
2,28,2021-09-01,2024-02-01
2,29,2021-09-01,2024-02-01
2,30,2021-09-01,2024-02-01
2,31,2021-09-01,2024-02-01
2,32,2021-09-01,2024-02-01
2,33,2021-09-01,2024-02-01
2,34,2021-09-01,2024-02-01
2,35,2021-09-01,2024-02-01
2,36,2021-09-01,2024-02-01
2,37,2021-09-01,2024-02-01
2,38,2021-09-01,2024-02-01
2,39,2021-09-01,2024-02-01
2,40,2021-09-01,2024-02-01
2,41,2021-09-01,2024-02-01
2,42,2021-09-01,2024-02-01
2,43,2021-09-01,2024-02-01
2,44,2021-09-01,2024-02-01
2,45,2021-09-01,2024-02-01
2,46,2021-09-01,2024-02-01
2,47,2021-09-01,2024-02-01
2,48,2021-09-01,2024-02-01
2,49,2021-09-01,2024-02-01
3,50,2021-09-01,2024-02-01
3,51,2021-09-01,2024-02-01
3,52,2021-09-01,2024-02-01
3,53,2021-09-01,2024-02-01
3,54,2021-09-01,2024-02-01
3,55,2021-09-01,2024-02-01
3,56,2021-09-01,2024-02-01
3,57,2021-09-01,2024-02-01
3,58,2021-09-01,2024-02-01
3,59,2021-09-01,2024-02-01
3,60,2021-09-01,2024-02-01
3,61,2021-09-01,2024-02-01
3,62,2021-09-01,2024-02-01
3,63,2021-09-01,2024-02-01
3,64,2021-09-01,2024-02-01
3,65,2021-09-01,2024-02-01
3,66,2021-09-01,2024-02-01
3,67,2021-09-01,2024-02-01
3,68,2021-09-01,2024-02-01
3,69,2021-09-01,2024-02-01
3,70,2021-09-01,2024-02-01
3,71,2021-09-01,2024-02-01
3,72,2021-09-01,2024-02-01
4,73,2021-09-01,2024-02-01
4,74,2021-09-01,2024-02-01
4,75,2021-09-01,2024-02-01
4,76,2021-09-01,2024-02-01
4,77,2021-09-01,2024-02-01
4,78,2021-09-01,2024-02-01
4,79,2021-09-01,2024-02-01
4,80,2021-09-01,2024-02-01
4,81,2021-09-01,2024-02-01
4,82,2021-09-01,2024-02-01
4,83,2021-09-01,2024-02-01
4,84,2021-09-01,2024-02-01
4,85,2021-09-01,2024-02-01
4,86,2021-09-01,2024-02-01
4,87,2021-09-01,2024-02-01
4,88,2021-09-01,2024-02-01
4,89,2021-09-01,2024-02-01
4,90,2021-09-01,2024-02-01
4,91,2021-09-01,2024-02-01
4,92,2021-09-01,2024-02-01
4,93,2021-09-01,2024-02-01
4,94,2021-09-01,2024-02-01
4,95,2021-09-01,2024-02-01
4,96,2021-09-01,2024-02-01
4,97,2021-09-01,2024-02-01
4,98,2021-09-01,2024-02-01
5,99,2021-09-01,2024-02-01
5,100,2021-09-01,2024-02-01
5,101,2021-09-01,2024-02-01
5,102,2021-09-01,2024-02-01
5,103,2021-09-01,2024-02-01
5,104,2021-09-01,2024-02-01
5,105,2021-09-01,2024-02-01
5,106,2021-09-01,2024-02-01
5,107,2021-09-01,2024-02-01
5,108,2021-09-01,2024-02-01
5,109,2021-09-01,2024-02-01
5,110,2021-09-01,2024-02-01
5,111,2021-09-01,2024-02-01
5,112,2021-09-01,2024-02-01
5,113,2021-09-01,2024-02-01
5,114,2021-09-01,2024-02-01
5,115,2021-09-01,2024-02-01
5,116,2021-09-01,2024-02-01
5,117,2021-09-01,2024-02-01
5,118,2021-09-01,2024-02-01
5,119,2021-09-01,2024-02-01
5,120,2021-09-01,2024-02-01
5,121,2021-09-01,2024-02-01
5,122,2021-09-01,2024-02-01
5,123,2021-09-01,2024-02-01
5,124,2021-09-01,2024-02-01
5,125,2021-09-01,2024-02-01
5,126,2021-09-01,2024-02-01
6,127,2021-09-01,2024-02-01
6,128,2021-09-01,2024-02-01
6,129,2021-09-01,2024-02-01
6,130,2021-09-01,2024-02-01
6,131,2021-09-01,2024-02-01
6,132,2021-09-01,2024-02-01
6,133,2021-09-01,2024-02-01
6,134,2021-09-01,2024-02-01
6,135,2021-09-01,2024-02-01
6,136,2021-09-01,2024-02-01
6,137,2021-09-01,2024-02-01
6,138,2021-09-01,2024-02-01
6,139,2021-09-01,2024-02-01
6,140,2021-09-01,2024-02-01
6,141,2021-09-01,2024-02-01
6,142,2021-09-01,2024-02-01
6,143,2021-09-01,2024-02-01
6,144,2021-09-01,2024-02-01
6,145,2021-09-01,2024-02-01
6,146,2021-09-01,2024-02-01
6,147,2021-09-01,2024-02-01
6,148,2021-09-01,2024-02-01
6,149,2021-09-01,2024-02-01
6,150,2021-09-01,2024-02-01
6,151,2021-09-01,2024-02-01
7,152,2021-09-01,2024-02-01
7,153,2021-09-01,2024-02-01
7,154,2021-09-01,2024-02-01
7,155,2021-09-01,2024-02-01
7,156,2021-09-01,2024-02-01
7,157,2021-09-01,2024-02-01
7,158,2021-09-01,2024-02-01
7,159,2021-09-01,2024-02-01
7,160,2021-09-01,2024-02-01
7,161,2021-09-01,2024-02-01
7,162,2021-09-01,2024-02-01
7,163,2021-09-01,2024-02-01
7,164,2021-09-01,2024-02-01
7,165,2021-09-01,2024-02-01
7,166,2021-09-01,2024-02-01
7,167,2021-09-01,2024-02-01
7,168,2021-09-01,2024-02-01
7,169,2021-09-01,2024-02-01
7,170,2021-09-01,2024-02-01
7,171,2021-09-01,2024-02-01
7,172,2021-09-01,2024-02-01
7,173,2021-09-01,2024-02-01
7,174,2021-09-01,2024-02-01
7,175,2021-09-01,2024-02-01
7,176,2021-09-01,2024-02-01
7,177,2021-09-01,2024-02-01
8,178,2021-09-01,2024-02-01
8,179,2021-09-01,2024-02-01
8,180,2021-09-01,2024-02-01
8,181,2021-09-01,2024-02-01
8,182,2021-09-01,2024-02-01
8,183,2021-09-01,2024-02-01
8,184,2021-09-01,2024-02-01
8,185,2021-09-01,2024-02-01
8,186,2021-09-01,2024-02-01
8,187,2021-09-01,2024-02-01
8,188,2021-09-01,2024-02-01
8,189,2021-09-01,2024-02-01
8,190,2021-09-01,2024-02-01
8,191,2021-09-01,2024-02-01
8,192,2021-09-01,2024-02-01
8,193,2021-09-01,2024-02-01
8,194,2021-09-01,2024-02-01
8,195,2021-09-01,2024-02-01
8,196,2021-09-01,2024-02-01
8,197,2021-09-01,2024-02-01
8,198,2021-09-01,2024-02-01
8,199,2021-09-01,2024-02-01
8,200,2021-09-01,2024-02-01
8,201,2021-09-01,2024-02-01
8,202,2021-09-01,2024-02-01
8,203,2021-09-01,2024-02-01
9,204,2021-09-01,2024-02-01
9,205,2021-09-01,2024-02-01
9,206,2021-09-01,2024-02-01
9,207,2021-09-01,2024-02-01
9,208,2021-09-01,2024-02-01
9,209,2021-09-01,2024-02-01
9,210,2021-09-01,2024-02-01
9,211,2021-09-01,2024-02-01
9,212,2021-09-01,2024-02-01
9,213,2021-09-01,2024-02-01
9,214,2021-09-01,2024-02-01
9,215,2021-09-01,2024-02-01
9,216,2021-09-01,2024-02-01
9,217,2021-09-01,2024-02-01
9,218,2021-09-01,2024-02-01
9,219,2021-09-01,2024-02-01
9,220,2021-09-01,2024-02-01
9,221,2021-09-01,2024-02-01
9,222,2021-09-01,2024-02-01
9,223,2021-09-01,2024-02-01
9,224,2021-09-01,2024-02-01
9,225,2021-09-01,2024-02-01
9,226,2021-09-01,2024-02-01
9,227,2021-09-01,2024-02-01
9,228,2021-09-01,2024-02-01
10,229,2021-09-01,2024-02-01
10,230,2021-09-01,2024-02-01
10,231,2021-09-01,2024-02-01
10,232,2021-09-01,2024-02-01
10,233,2021-09-01,2024-02-01
10,234,2021-09-01,2024-02-01
10,235,2021-09-01,2024-02-01
10,236,2021-09-01,2024-02-01
10,237,2021-09-01,2024-02-01
10,238,2021-09-01,2024-02-01
10,239,2021-09-01,2024-02-01
10,240,2021-09-01,2024-02-01
10,241,2021-09-01,2024-02-01
10,242,2021-09-01,2024-02-01
10,243,2021-09-01,2024-02-01
10,244,2021-09-01,2024-02-01
10,245,2021-09-01,2024-02-01
10,246,2021-09-01,2024-02-01
10,247,2021-09-01,2024-02-01
10,248,2021-09-01,2024-02-01
10,249,2021-09-01,2024-02-01
10,250,2021-09-01,2024-02-01
10,251,2021-09-01,2024-02-01
10,252,2021-09-01,2024-02-01
11,253,2021-09-01,2024-02-01
11,254,2021-09-01,2024-02-01
11,255,2021-09-01,2024-02-01
11,256,2021-09-01,2024-02-01
11,257,2021-09-01,2024-02-01
11,258,2021-09-01,2024-02-01
11,259,2021-09-01,2024-02-01
11,260,2021-09-01,2024-02-01
11,261,2021-09-01,2024-02-01
11,262,2021-09-01,2024-02-01
11,263,2021-09-01,2024-02-01
11,264,2021-09-01,2024-02-01
11,265,2021-09-01,2024-02-01
11,266,2021-09-01,2024-02-01
11,267,2021-09-01,2024-02-01
11,268,2021-09-01,2024-02-01
11,269,2021-09-01,2024-02-01
11,270,2021-09-01,2024-02-01
11,271,2021-09-01,2024-02-01
11,272,2021-09-01,2024-02-01
11,273,2021-09-01,2024-02-01
11,274,2021-09-01,2024-02-01
11,275,2021-09-01,2024-02-01
11,276,2021-09-01,2024-02-01
11,277,2021-09-01,2024-02-01
11,278,2021-09-01,2024-02-01
12,279,2021-09-01,2024-02-01
12,280,2021-09-01,2024-02-01
12,281,2021-09-01,2024-02-01
12,282,2021-09-01,2024-02-01
12,283,2021-09-01,2024-02-01
12,284,2021-09-01,2024-02-01
12,285,2021-09-01,2024-02-01
12,286,2021-09-01,2024-02-01
12,287,2021-09-01,2024-02-01
12,288,2021-09-01,2024-02-01
12,289,2021-09-01,2024-02-01
12,290,2021-09-01,2024-02-01
12,291,2021-09-01,2024-02-01
12,292,2021-09-01,2024-02-01
12,293,2021-09-01,2024-02-01
12,294,2021-09-01,2024-02-01
12,295,2021-09-01,2024-02-01
12,296,2021-09-01,2024-02-01
12,297,2021-09-01,2024-02-01
12,298,2021-09-01,2024-02-01
12,299,2021-09-01,2024-02-01
12,300,2021-09-01,2024-02-01
12,301,2021-09-01,2024-02-01
12,302,2021-09-01,2024-02-01
12,303,2021-09-01,2024-02-01
12,304,2021-09-01,2024-02-01
12,305,2021-09-01,2024-02-01
13,306,2021-09-01,2024-02-01
13,307,2021-09-01,2024-02-01
13,308,2021-09-01,2024-02-01
13,309,2021-09-01,2024-02-01
13,310,2021-09-01,2024-02-01
13,311,2021-09-01,2024-02-01
13,312,2021-09-01,2024-02-01
13,313,2021-09-01,2024-02-01
13,314,2021-09-01,2024-02-01
13,315,2021-09-01,2024-02-01
13,316,2021-09-01,2024-02-01
13,317,2021-09-01,2024-02-01
13,318,2021-09-01,2024-02-01
13,319,2021-09-01,2024-02-01
13,320,2021-09-01,2024-02-01
13,321,2021-09-01,2024-02-01
13,322,2021-09-01,2024-02-01
13,323,2021-09-01,2024-02-01
13,324,2021-09-01,2024-02-01
13,325,2021-09-01,2024-02-01
13,326,2021-09-01,2024-02-01
13,327,2021-09-01,2024-02-01
13,328,2021-09-01,2024-02-01
13,329,2021-09-01,2024-02-01
13,330,2021-09-01,2024-02-01
13,331,2021-09-01,2024-02-01
14,332,2021-09-01,2024-02-01
14,333,2021-09-01,2024-02-01
14,334,2021-09-01,2024-02-01
14,335,2021-09-01,2024-02-01
14,336,2021-09-01,2024-02-01
14,337,2021-09-01,2024-02-01
14,338,2021-09-01,2024-02-01
14,339,2021-09-01,2024-02-01
14,340,2021-09-01,2024-02-01
14,341,2021-09-01,2024-02-01
14,342,2021-09-01,2024-02-01
14,343,2021-09-01,2024-02-01
14,344,2021-09-01,2024-02-01
14,345,2021-09-01,2024-02-01
14,346,2021-09-01,2024-02-01
14,347,2021-09-01,2024-02-01
14,348,2021-09-01,2024-02-01
14,349,2021-09-01,2024-02-01
14,350,2021-09-01,2024-02-01
14,351,2021-09-01,2024-02-01
14,352,2021-09-01,2024-02-01
14,353,2021-09-01,2024-02-01
14,354,2021-09-01,2024-02-01
14,355,2021-09-01,2024-02-01
14,356,2021-09-01,2024-02-01
14,357,2021-09-01,2024-02-01
14,358,2021-09-01,2024-02-01
14,359,2021-09-01,2024-02-01
14,360,2021-09-01,2024-02-01
15,361,2021-09-01,2024-02-01
15,362,2021-09-01,2024-02-01
15,363,2021-09-01,2024-02-01
15,364,2021-09-01,2024-02-01
15,365,2021-09-01,2024-02-01
15,366,2021-09-01,2024-02-01
15,367,2021-09-01,2024-02-01
15,368,2021-09-01,2024-02-01
15,369,2021-09-01,2024-02-01
15,370,2021-09-01,2024-02-01
15,371,2021-09-01,2024-02-01
15,372,2021-09-01,2024-02-01
15,373,2021-09-01,2024-02-01
15,374,2021-09-01,2024-02-01
15,375,2021-09-01,2024-02-01
15,376,2021-09-01,2024-02-01
15,377,2021-09-01,2024-02-01
15,378,2021-09-01,2024-02-01
15,379,2021-09-01,2024-02-01
15,380,2021-09-01,2024-02-01
15,381,2021-09-01,2024-02-01
15,382,2021-09-01,2024-02-01
15,383,2021-09-01,2024-02-01
15,384,2021-09-01,2024-02-01
15,385,2021-09-01,2024-02-01
15,386,2021-09-01,2024-02-01
15,387,2021-09-01,2024-02-01
16,388,2021-09-01,2024-02-01
16,389,2021-09-01,2024-02-01
16,390,2021-09-01,2024-02-01
16,391,2021-09-01,2024-02-01
16,392,2021-09-01,2024-02-01
16,393,2021-09-01,2024-02-01
16,394,2021-09-01,2024-02-01
16,395,2021-09-01,2024-02-01
16,396,2021-09-01,2024-02-01
16,397,2021-09-01,2024-02-01
16,398,2021-09-01,2024-02-01
16,399,2021-09-01,2024-02-01
16,400,2021-09-01,2024-02-01
16,401,2021-09-01,2024-02-01
16,402,2021-09-01,2024-02-01
16,403,2021-09-01,2024-02-01
16,404,2021-09-01,2024-02-01
16,405,2021-09-01,2024-02-01
16,406,2021-09-01,2024-02-01
16,407,2021-09-01,2024-02-01
16,408,2021-09-01,2024-02-01
16,409,2021-09-01,2024-02-01
16,410,2021-09-01,2024-02-01
17,411,2021-09-01,2024-02-01
17,412,2021-09-01,2024-02-01
17,413,2021-09-01,2024-02-01
17,414,2021-09-01,2024-02-01
17,415,2021-09-01,2024-02-01
17,416,2021-09-01,2024-02-01
17,417,2021-09-01,2024-02-01
17,418,2021-09-01,2024-02-01
17,419,2021-09-01,2024-02-01
17,420,2021-09-01,2024-02-01
17,421,2021-09-01,2024-02-01
17,422,2021-09-01,2024-02-01
17,423,2021-09-01,2024-02-01
17,424,2021-09-01,2024-02-01
17,425,2021-09-01,2024-02-01
17,426,2021-09-01,2024-02-01
17,427,2021-09-01,2024-02-01
17,428,2021-09-01,2024-02-01
17,429,2021-09-01,2024-02-01
17,430,2021-09-01,2024-02-01
17,431,2021-09-01,2024-02-01
17,432,2021-09-01,2024-02-01
17,433,2021-09-01,2024-02-01
18,434,2021-09-01,2024-02-01
18,435,2021-09-01,2024-02-01
18,436,2021-09-01,2024-02-01
18,437,2021-09-01,2024-02-01
18,438,2021-09-01,2024-02-01
18,439,2021-09-01,2024-02-01
18,440,2021-09-01,2024-02-01
18,441,2021-09-01,2024-02-01
18,442,2021-09-01,2024-02-01
18,443,2021-09-01,2024-02-01
18,444,2021-09-01,2024-02-01
18,445,2021-09-01,2024-02-01
18,446,2021-09-01,2024-02-01
18,447,2021-09-01,2024-02-01
18,448,2021-09-01,2024-02-01
18,449,2021-09-01,2024-02-01
18,450,2021-09-01,2024-02-01
18,451,2021-09-01,2024-02-01
18,452,2021-09-01,2024-02-01
18,453,2021-09-01,2024-02-01
18,454,2021-09-01,2024-02-01
18,455,2021-09-01,2024-02-01
18,456,2021-09-01,2024-02-01
18,457,2021-09-01,2024-02-01
18,458,2021-09-01,2024-02-01
18,459,2021-09-01,2024-02-01
18,460,2021-09-01,2024-02-01
19,461,2021-09-01,2024-02-01
19,462,2021-09-01,2024-02-01
19,463,2021-09-01,2024-02-01
19,464,2021-09-01,2024-02-01
19,465,2021-09-01,2024-02-01
19,466,2021-09-01,2024-02-01
19,467,2021-09-01,2024-02-01
19,468,2021-09-01,2024-02-01
19,469,2021-09-01,2024-02-01
19,470,2021-09-01,2024-02-01
19,471,2021-09-01,2024-02-01
19,472,2021-09-01,2024-02-01
19,473,2021-09-01,2024-02-01
19,474,2021-09-01,2024-02-01
19,475,2021-09-01,2024-02-01
19,476,2021-09-01,2024-02-01
19,477,2021-09-01,2024-02-01
19,478,2021-09-01,2024-02-01
19,479,2021-09-01,2024-02-01
19,480,2021-09-01,2024-02-01
19,481,2021-09-01,2024-02-01
19,482,2021-09-01,2024-02-01
19,483,2021-09-01,2024-02-01
19,484,2021-09-01,2024-02-01
19,485,2021-09-01,2024-02-01
19,486,2021-09-01,2024-02-01
19,487,2021-09-01,2024-02-01
20,488,2021-09-01,2024-02-01
20,489,2021-09-01,2024-02-01
20,490,2021-09-01,2024-02-01
20,491,2021-09-01,2024-02-01
20,492,2021-09-01,2024-02-01
20,493,2021-09-01,2024-02-01
20,494,2021-09-01,2024-02-01
20,495,2021-09-01,2024-02-01
20,496,2021-09-01,2024-02-01
20,497,2021-09-01,2024-02-01
20,498,2021-09-01,2024-02-01
20,499,2021-09-01,2024-02-01
20,500,2021-09-01,2024-02-01
20,501,2021-09-01,2024-02-01
20,502,2021-09-01,2024-02-01
20,503,2021-09-01,2024-02-01
20,504,2021-09-01,2024-02-01
20,505,2021-09-01,2024-02-01
20,506,2021-09-01,2024-02-01
20,507,2021-09-01,2024-02-01
20,508,2021-09-01,2024-02-01
20,509,2021-09-01,2024-02-01
20,510,2021-09-01,2024-02-01
20,511,2021-09-01,2024-02-01
20,512,2021-09-01,2024-02-01
20,513,2021-09-01,2024-02-01
20,514,2021-09-01,2024-02-01
20,515,2021-09-01,2024-02-01
21,516,2021-09-01,2024-02-01
21,517,2021-09-01,2024-02-01
21,518,2021-09-01,2024-02-01
21,519,2021-09-01,2024-02-01
21,520,2021-09-01,2024-02-01
21,521,2021-09-01,2024-02-01
21,522,2021-09-01,2024-02-01
21,523,2021-09-01,2024-02-01
21,524,2021-09-01,2024-02-01
21,525,2021-09-01,2024-02-01
21,526,2021-09-01,2024-02-01
21,527,2021-09-01,2024-02-01
21,528,2021-09-01,2024-02-01
21,529,2021-09-01,2024-02-01
21,530,2021-09-01,2024-02-01
21,531,2021-09-01,2024-02-01
21,532,2021-09-01,2024-02-01
21,533,2021-09-01,2024-02-01
21,534,2021-09-01,2024-02-01
21,535,2021-09-01,2024-02-01
21,536,2021-09-01,2024-02-01
21,537,2021-09-01,2024-02-01
21,538,2021-09-01,2024-02-01
21,539,2021-09-01,2024-02-01
21,540,2021-09-01,2024-02-01
21,541,2021-09-01,2024-02-01
21,542,2021-09-01,2024-02-01
22,543,2021-09-01,2024-02-01
22,544,2021-09-01,2024-02-01
22,545,2021-09-01,2024-02-01
22,546,2021-09-01,2024-02-01
22,547,2021-09-01,2024-02-01
22,548,2021-09-01,2024-02-01
22,549,2021-09-01,2024-02-01
22,550,2021-09-01,2024-02-01
22,551,2021-09-01,2024-02-01
22,552,2021-09-01,2024-02-01
22,553,2021-09-01,2024-02-01
22,554,2021-09-01,2024-02-01
22,555,2021-09-01,2024-02-01
22,556,2021-09-01,2024-02-01
22,557,2021-09-01,2024-02-01
22,558,2021-09-01,2024-02-01
22,559,2021-09-01,2024-02-01
22,560,2021-09-01,2024-02-01
22,561,2021-09-01,2024-02-01
22,562,2021-09-01,2024-02-01
22,563,2021-09-01,2024-02-01
22,564,2021-09-01,2024-02-01
22,565,2021-09-01,2024-02-01
22,566,2021-09-01,2024-02-01
